technique_id,control_id,Technique Name,Control Name
T1213,IA-8,Data from Information Repositories,Identification and Authentication (non-organizational Users)
T1213.001,IA-8,Confluence,Identification and Authentication (non-organizational Users)
T1213.002,IA-8,Sharepoint,Identification and Authentication (non-organizational Users)
T1538,IA-8,Cloud Service Dashboard,Identification and Authentication (non-organizational Users)
T1542,IA-8,Pre-OS Boot,Identification and Authentication (non-organizational Users)
T1542.001,IA-8,System Firmware,Identification and Authentication (non-organizational Users)
T1542.003,IA-8,Bootkit,Identification and Authentication (non-organizational Users)
T1542.005,IA-8,TFTP Boot,Identification and Authentication (non-organizational Users)
T1528,IA-8,Steal Application Access Token,Identification and Authentication (non-organizational Users)
T1530,IA-8,Data from Cloud Storage Object,Identification and Authentication (non-organizational Users)
T1059,IA-9,Command and Scripting Interpreter,Service Identification and Authentication
T1059.001,IA-9,PowerShell,Service Identification and Authentication
T1059.002,IA-9,AppleScript,Service Identification and Authentication
T1213.003,IA-9,Code Repositories,Service Identification and Authentication
T1525,IA-9,Implant Internal Image,Service Identification and Authentication
T1546,IA-9,Event Triggered Execution,Service Identification and Authentication
T1546.006,IA-9,LC_LOAD_DYLIB Addition,Service Identification and Authentication
T1562.006,IA-9,Indicator Blocking,Service Identification and Authentication
T1036,IA-9,Masquerading,Service Identification and Authentication
T1036.001,IA-9,Invalid Code Signature,Service Identification and Authentication
T1036.005,IA-9,Match Legitimate Name or Location,Service Identification and Authentication
T1546.013,IA-9,PowerShell Profile,Service Identification and Authentication
T1553,IA-9,Subvert Trust Controls,Service Identification and Authentication
T1553.004,IA-9,Install Root Certificate,Service Identification and Authentication
T1554,IA-9,Compromise Client Software Binary,Service Identification and Authentication
T1562.009,IA-9,Safe Mode Boot,Service Identification and Authentication
T1566,IA-9,Phishing,Service Identification and Authentication
T1566.001,IA-9,Spearphishing Attachment,Service Identification and Authentication
T1598,IA-9,Phishing for Information,Service Identification and Authentication
T1598.002,IA-9,Spearphishing Attachment,Service Identification and Authentication
T1566.002,IA-9,Spearphishing Link,Service Identification and Authentication
T1598.003,IA-9,Spearphishing Link,Service Identification and Authentication
T1564.008,IR-5,Email Hiding Rules,Incident Monitoring
T1025,MP-7,Data from Removable Media,Media Use
T1052,MP-7,Exfiltration Over Physical Medium,Media Use
T1052.001,MP-7,Exfiltration over USB,Media Use
T1092,MP-7,Communication Through Removable Media,Media Use
T1091,MP-7,Replication Through Removable Media,Media Use
T1200,MP-7,Hardware Additions,Media Use
T1190,RA-10,Exploit Public-Facing Application,Threat Hunting
T1195,RA-10,Supply Chain Compromise,Threat Hunting
T1195.001,RA-10,Compromise Software Dependencies and Development Tools,Threat Hunting
T1195.002,RA-10,Compromise Software Supply Chain,Threat Hunting
T1210,RA-10,Exploitation of Remote Services,Threat Hunting
T1211,RA-10,Exploitation for Defense Evasion,Threat Hunting
T1068,RA-10,Exploitation for Privilege Escalation,Threat Hunting
T1212,RA-10,Exploitation for Credential Access,Threat Hunting
T1011.001,RA-5,Exfiltration Over Bluetooth,Vulnerability Monitoring and Scanning
T1021.001,RA-5,Remote Desktop Protocol,Vulnerability Monitoring and Scanning
T1047,RA-5,Windows Management Instrumentation,Vulnerability Monitoring and Scanning
T1053,RA-5,Scheduled Task/Job,Vulnerability Monitoring and Scanning
T1053.002,RA-5,At (Windows),Vulnerability Monitoring and Scanning
T1053.003,RA-5,Cron,Vulnerability Monitoring and Scanning
T1053.005,RA-5,Scheduled Task,Vulnerability Monitoring and Scanning
T1059,RA-5,Command and Scripting Interpreter,Vulnerability Monitoring and Scanning
T1059.001,RA-5,PowerShell,Vulnerability Monitoring and Scanning
T1059.005,RA-5,Visual Basic,Vulnerability Monitoring and Scanning
T1098.004,RA-5,SSH Authorized Keys,Vulnerability Monitoring and Scanning
T1176,RA-5,Browser Extensions,Vulnerability Monitoring and Scanning
T1190,RA-5,Exploit Public-Facing Application,Vulnerability Monitoring and Scanning
T1195,RA-5,Supply Chain Compromise,Vulnerability Monitoring and Scanning
T1195.001,RA-5,Compromise Software Dependencies and Development Tools,Vulnerability Monitoring and Scanning
T1195.002,RA-5,Compromise Software Supply Chain,Vulnerability Monitoring and Scanning
T1210,RA-5,Exploitation of Remote Services,Vulnerability Monitoring and Scanning
T1211,RA-5,Exploitation for Defense Evasion,Vulnerability Monitoring and Scanning
T1213.003,RA-5,Code Repositories,Vulnerability Monitoring and Scanning
T1218.003,RA-5,CMSTP,Vulnerability Monitoring and Scanning
T1218.004,RA-5,InstallUtil,Vulnerability Monitoring and Scanning
T1218.008,RA-5,Odbcconf,Vulnerability Monitoring and Scanning
T1218.009,RA-5,Regsvcs/Regasm,Vulnerability Monitoring and Scanning
T1218.012,RA-5,Verclsid,Vulnerability Monitoring and Scanning
T1218.013,RA-5,Mavinject,Vulnerability Monitoring and Scanning
T1218.014,RA-5,MMC,Vulnerability Monitoring and Scanning
T1221,RA-5,Template Injection,Vulnerability Monitoring and Scanning
T1505,RA-5,Server Software Component,Vulnerability Monitoring and Scanning
T1505.003,RA-5,Web Shell,Vulnerability Monitoring and Scanning
T1525,RA-5,Implant Internal Image,Vulnerability Monitoring and Scanning
T1543,RA-5,Create or Modify System Process,Vulnerability Monitoring and Scanning
T1546.002,RA-5,Screensaver,Vulnerability Monitoring and Scanning
T1547.006,RA-5,Kernel Modules and Extensions,Vulnerability Monitoring and Scanning
T1547.007,RA-5,Re-opened Applications,Vulnerability Monitoring and Scanning
T1547.008,RA-5,LSASS Driver,Vulnerability Monitoring and Scanning
T1548.002,RA-5,Bypass User Account Control,Vulnerability Monitoring and Scanning
T1548.003,RA-5,Sudo and Sudo Caching,Vulnerability Monitoring and Scanning
T1559,RA-5,Inter-Process Communication,Vulnerability Monitoring and Scanning
T1559.002,RA-5,Dynamic Data Exchange,Vulnerability Monitoring and Scanning
T1562,RA-5,Impair Defenses,Vulnerability Monitoring and Scanning
T1562.010,RA-5,Downgrade Attack,Vulnerability Monitoring and Scanning
T1574,RA-5,Hijack Execution Flow,Vulnerability Monitoring and Scanning
T1574.007,RA-5,Path Interception by PATH Environment Variable,Vulnerability Monitoring and Scanning
T1021.003,RA-5,Distributed Component Object Model,Vulnerability Monitoring and Scanning
T1021.004,RA-5,SSH,Vulnerability Monitoring and Scanning
T1021.005,RA-5,VNC,Vulnerability Monitoring and Scanning
T1021.006,RA-5,Windows Remote Management,Vulnerability Monitoring and Scanning
T1052,RA-5,Exfiltration Over Physical Medium,Vulnerability Monitoring and Scanning
T1052.001,RA-5,Exfiltration over USB,Vulnerability Monitoring and Scanning
T1059.007,RA-5,JavaScript,Vulnerability Monitoring and Scanning
T1092,RA-5,Communication Through Removable Media,Vulnerability Monitoring and Scanning
T1127,RA-5,Trusted Developer Utilities Proxy Execution,Vulnerability Monitoring and Scanning
T1127.001,RA-5,MSBuild,Vulnerability Monitoring and Scanning
T1137,RA-5,Office Application Startup,Vulnerability Monitoring and Scanning
T1137.001,RA-5,Office Template Macros,Vulnerability Monitoring and Scanning
T1204.003,RA-5,Malicious Image,Vulnerability Monitoring and Scanning
T1213,RA-5,Data from Information Repositories,Vulnerability Monitoring and Scanning
T1213.001,RA-5,Confluence,Vulnerability Monitoring and Scanning
T1213.002,RA-5,Sharepoint,Vulnerability Monitoring and Scanning
T1218.005,RA-5,Mshta,Vulnerability Monitoring and Scanning
T1484,RA-5,Domain Policy Modification,Vulnerability Monitoring and Scanning
T1505.001,RA-5,SQL Stored Procedures,Vulnerability Monitoring and Scanning
T1505.002,RA-5,Transport Agent,Vulnerability Monitoring and Scanning
T1505.004,RA-5,IIS Components,Vulnerability Monitoring and Scanning
T1542.004,RA-5,ROMMONkit,Vulnerability Monitoring and Scanning
T1542.005,RA-5,TFTP Boot,Vulnerability Monitoring and Scanning
T1546.014,RA-5,Emond,Vulnerability Monitoring and Scanning
T1548,RA-5,Abuse Elevation Control Mechanism,Vulnerability Monitoring and Scanning
T1552,RA-5,Unsecured Credentials,Vulnerability Monitoring and Scanning
T1552.001,RA-5,Credentials In Files,Vulnerability Monitoring and Scanning
T1552.002,RA-5,Credentials in Registry,Vulnerability Monitoring and Scanning
T1552.004,RA-5,Private Keys,Vulnerability Monitoring and Scanning
T1552.006,RA-5,Group Policy Preferences,Vulnerability Monitoring and Scanning
T1558.004,RA-5,AS-REP Roasting,Vulnerability Monitoring and Scanning
T1560,RA-5,Archive Collected Data,Vulnerability Monitoring and Scanning
T1563,RA-5,Remote Service Session Hijacking,Vulnerability Monitoring and Scanning
T1563.001,RA-5,SSH Hijacking,Vulnerability Monitoring and Scanning
T1563.002,RA-5,RDP Hijacking,Vulnerability Monitoring and Scanning
T1574.001,RA-5,DLL Search Order Hijacking,Vulnerability Monitoring and Scanning
T1574.004,RA-5,Dylib Hijacking,Vulnerability Monitoring and Scanning
T1574.005,RA-5,Executable Installer File Permissions Weakness,Vulnerability Monitoring and Scanning
T1574.008,RA-5,Path Interception by Search Order Hijacking,Vulnerability Monitoring and Scanning
T1574.009,RA-5,Path Interception by Unquoted Path,Vulnerability Monitoring and Scanning
T1574.010,RA-5,Services File Permissions Weakness,Vulnerability Monitoring and Scanning
T1578,RA-5,Modify Cloud Compute Infrastructure,Vulnerability Monitoring and Scanning
T1578.001,RA-5,Create Snapshot,Vulnerability Monitoring and Scanning
T1578.002,RA-5,Create Cloud Instance,Vulnerability Monitoring and Scanning
T1578.003,RA-5,Delete Cloud Instance,Vulnerability Monitoring and Scanning
T1612,RA-5,Build Image on Host,Vulnerability Monitoring and Scanning
T1046,RA-5,Network Service Scanning,Vulnerability Monitoring and Scanning
